Q^2 G_E^2 σ_E G_M^2 σ_M G_E/G_D G_M/(μG_D)
2.64 0.0018101431706 0.00014261769483 0.0174530007806 0.000115672672257 0.947173152844 1.05415328731
3.2 0.00110231637951 0.000110354520689 0.00931386425234 7.10555578153e-05 1.00690836243 1.04905332841
4.1 0.000607474628452 8.15903907668e-05 0.00394118065404 3.6530485428e-05 1.13119513158 1.03271960859
