Q^2 G_E^2 σ_E G_M^2 σ_M G_E/G_D G_M/(μG_D) mu^2*G_E^2/G_M^2_error
2.64 0.00116601167423 0.000143023344722 0.0181443845825 0.000116628543869 0.760193874748 1.07483013589 0.0642494737254
3.2 0.000852269645243 0.000111231451452 0.00953760741677 7.16142907482e-05 0.88537107134 1.06157904007 0.0955714714084
4.1 0.000310155118475 8.32195370513e-05 0.00411309889113 3.76184298273e-05 0.808282045142 1.0550033234 0.162465509456
